condition_key,t_s,amp_mean,amp_sem,survival_frac,noise_threshold
WT,0.0,0.732225280423779,0.002300435515530455,1.0,
WT,0.005,0.7146502751351232,0.0026187006746813363,1.0,
WT,0.01,0.6944965669365744,0.002934483505009309,1.0,
WT,0.015,0.6715328894828766,0.003258381655322531,1.0,
WT,0.02,0.6479306902938492,0.0034966121700817777,1.0,
WT,0.025,0.6215548688809669,0.0037215033183426393,1.0,
WT,0.03,0.5930526966730125,0.003946409878506058,1.0,
WT,0.035,0.5632451146974389,0.004087100019578182,1.0,
WT,0.04,0.5336449040760265,0.004141600314676529,1.0,
WT,0.045,0.50383046351313,0.004106570589413901,1.0,
WT,0.05,0.4746148597760875,0.003872362736634813,1.0,
WT,0.055,0.44781471590569044,0.0036589425070378085,1.0,
WT,0.06,0.42500637475374253,0.0033180558623197866,1.0,
WT,0.065,0.405773451756952,0.0029547449896420337,1.0,
WT,0.07,0.39135569255064645,0.002658032514575656,1.0,
WT,0.075,0.3835174696432257,0.0026168515181426147,1.0,
WT,0.08,0.3821391899203445,0.002912883205044802,1.0,
WT,0.085,0.38755937567657434,0.003411893214869148,1.0,
WT,0.09,0.40205377383281027,0.004094955487696319,1.0,
WT,0.095,0.42218328517129144,0.004892326782642309,1.0,
WT,0.1,0.4504326253074103,0.005640381162562988,1.0,
WT,0.105,0.4843331711201423,0.00636747836000812,1.0,
WT,0.11,0.5222534286853537,0.006967539753771259,1.0,
WT,0.115,0.5647038388570836,0.007259990460768279,1.0,
WT,0.12,0.6067338519142297,0.007281425121748863,1.0,
WT,0.125,0.6481663688774548,0.006892909121063332,1.0,
WT,0.13,0.6849003814028489,0.006160022448792413,1.0,
WT,0.135,0.7161827587642897,0.005183287382725652,1.0,
WT,0.14,0.7395341144694526,0.0041331898395104835,1.0,
WT,0.145,0.7545705816503876,0.003119527173035072,1.0,
WT,0.15,0.7621041487923027,0.0023749513868543282,1.0,
WT,0.155,0.7623274484577327,0.0019977242362827696,1.0,
WT,0.16,0.75670320655671,0.0020288060938243604,1.0,
WT,0.165,0.7466996923828105,0.0022678562083813833,1.0,
WT,0.17,0.7329102424891676,0.0025674821728542217,1.0,
WT,0.175,0.7173465467449938,0.0029159552257165236,1.0,
WT,0.18,0.6995232956325419,0.003264589965780876,1.0,
WT,0.185,0.6789283275669521,0.0036687437378468174,1.0,
WT,0.19,0.656334903019949,0.004001153769556398,1.0,
WT,0.195,0.6312299047502794,0.004333018191657412,1.0,
WT,0.2,0.6031957159678422,0.00464288793474022,1.0,
WT,0.205,0.5755967264634821,0.004875239516341084,1.0,
WT,0.21,0.5459829865175513,0.005005214844298595,1.0,
WT,0.215,0.5172377081636692,0.005043672884071927,1.0,
WT,0.22,0.4895872995553576,0.004903719138289306,1.0,
WT,0.225,0.46222308093165415,0.004665797522994225,1.0,
WT,0.23,0.4386285868514538,0.004287200466234774,1.0,
WT,0.235,0.4191375141638004,0.003822899295488725,1.0,
WT,0.24,0.40487166159938864,0.0033343184584204858,1.0,
WT,0.245,0.39612682757001216,0.0029644685406930945,1.0,
WT,0.25,0.39293571487440665,0.0029359372925807353,1.0,
WT,0.255,0.3961947458273398,0.003307973961595164,1.0,
WT,0.26,0.4076181741635367,0.003892991801737927,1.0,
WT,0.265,0.42476432890073823,0.004689969352190799,1.0,
WT,0.27,0.4483880586736806,0.005501457905613945,1.0,
WT,0.275,0.4782771497385655,0.006294615871761915,1.0,
WT,0.28,0.5124219634213149,0.006928983302452746,1.0,
WT,0.285,0.551057046793363,0.007360254206856289,1.0,
WT,0.29,0.5905986417768239,0.007553717292183582,1.0,
WT,0.295,0.6289949930717572,0.007439759152846762,1.0,
WT,0.3,0.6649804600233236,0.00693638803418825,1.0,
WT,0.305,0.6965597043290502,0.006152851671601913,1.0,
WT,0.31,0.7217437494841887,0.005160736740953853,1.0,
WT,0.315,0.7400596603203852,0.004150256491053097,1.0,
WT,0.32,0.7511371828417676,0.0032751155749312227,1.0,
WT,0.325,0.7558385611219894,0.002644543902748092,1.0,
WT,0.33,0.753609319186013,0.002311640905905357,1.0,
WT,0.335,0.7473997947677783,0.002327642152223152,1.0,
WT,0.34,0.7361705694263184,0.0026006442989252804,1.0,
WT,0.345,0.7222747506499075,0.0029701866922005192,1.0,
WT,0.35,0.7058511606048774,0.0033608710306514684,1.0,
WT,0.355,0.6866623661719887,0.003762778532528589,1.0,
WT,0.36,0.6649861727934315,0.004106620917602962,1.0,
WT,0.365,0.6406123018321801,0.004532503663349842,1.0,
WT,0.37,0.6150128131476734,0.004872814020557112,1.0,
WT,0.375,0.5873815321472867,0.005198373407283414,1.0,
WT,0.38,0.5592738729215657,0.005395877335692725,1.0,
WT,0.385,0.5302991770802331,0.005409205961479774,1.0,
WT,0.39,0.5024680202327633,0.005288607541780519,1.0,
WT,0.395,0.4756927266494471,0.00511193607909533,1.0,
WT,0.4,0.4519597340665944,0.004851339377872615,1.0,
WT,0.405,0.43184030446470595,0.004359511675032752,1.0,
WT,0.41,0.4154460388567777,0.003875590966563165,1.0,
WT,0.415,0.4043169506118239,0.0034573061548143977,1.0,
WT,0.42,0.40019931169081785,0.0032189727644638174,1.0,
WT,0.425,0.4011210867595049,0.003364770872202035,1.0,
WT,0.43,0.4092594873079099,0.003781301692362459,1.0,
WT,0.435,0.42458578963016097,0.004444679153104755,1.0,
WT,0.44,0.44476985358224835,0.0052114964768402786,1.0,
WT,0.445,0.4727629839857894,0.005950699010759342,1.0,
WT,0.45,0.5052265485720543,0.006631805985256007,1.0,
WT,0.455,0.5413239870928421,0.007167803422902684,1.0,
WT,0.46,0.5792530016456916,0.0074729003208994175,1.0,
WT,0.465,0.6167511983148612,0.007580976992958588,1.0,
WT,0.47,0.6523683209460076,0.007285175637816037,1.0,
WT,0.475,0.6843587463087891,0.006720421927586492,1.0,
WT,0.48,0.7104249261188312,0.005913773761350407,1.0,
WT,0.485,0.7298432780121977,0.0050031986727328455,1.0,
WT,0.49,0.7422029203206039,0.0040798837135709075,1.0,
WT,0.495,0.7484764440335309,0.0032471346522079864,1.0,
WT,0.5,0.7496619561764606,0.0026457346553259977,1.0,
WT,0.505,0.7455287684211044,0.002496130410022671,1.0,
WT,0.51,0.7375187274646208,0.002616230145038112,1.0,
WT,0.515,0.7256127692741886,0.002931426745806463,1.0,
WT,0.52,0.7098394790819313,0.0033401060583325656,1.0,
WT,0.525,0.6921980858629453,0.0036941892731705,1.0,
WT,0.53,0.6723114228292477,0.004066472591732702,1.0,
WT,0.535,0.6492720003472163,0.004409191479076896,1.0,
WT,0.54,0.6247206952978085,0.0047454951218065785,1.0,
WT,0.545,0.5988226983495545,0.005003773418014968,1.0,
WT,0.55,0.5720915326942113,0.005230215008750661,1.0,
WT,0.555,0.5439946965679752,0.0053854217939487544,1.0,
WT,0.56,0.5167565529123089,0.005418501314715558,1.0,
WT,0.565,0.49103726264712805,0.00528423304300374,1.0,
WT,0.57,0.46830633201850475,0.0049707836027157145,1.0,
WT,0.575,0.44685264991964574,0.00460966319409035,1.0,
WT,0.58,0.42983809605440987,0.004122137819122048,1.0,
WT,0.585,0.4151325983224265,0.0036950815148385197,1.0,
WT,0.59,0.4065223814799057,0.0034687286897378453,1.0,
WT,0.595,0.40549855367669074,0.003508149883765886,1.0,
WT,0.6,0.40971540692274755,0.0038649206024234115,1.0,
WT,0.605,0.42049753775436577,0.004577509464630372,1.0,
WT,0.61,0.43701908501608716,0.005450896745779394,1.0,
WT,0.615,0.46166416672919486,0.006365621428287648,1.0,
WT,0.62,0.4906587815897334,0.007105672813835886,1.0,
WT,0.625,0.5227499271530123,0.00772809319456845,1.0,
WT,0.63,0.5592119718441186,0.008056218061143346,1.0,
WT,0.635,0.5959358029746981,0.00812148930347704,1.0,
WT,0.64,0.6308417934505305,0.007925416576765583,1.0,
WT,0.645,0.6626405522534203,0.007467212344723523,1.0,
WT,0.65,0.6904931980660832,0.006747264063288379,1.0,
WT,0.655,0.7121091408906898,0.00589913179441023,1.0,
WT,0.66,0.7278912465956203,0.0049570823097508715,1.0,
WT,0.665,0.7377679538035776,0.004037807287292076,1.0,
WT,0.67,0.7416699459426167,0.0032969445500159256,1.0,
WT,0.675,0.7407495710268435,0.0028737670218732824,1.0,
WT,0.68,0.7351514962955717,0.00282974742516884,1.0,
WT,0.685,0.7259518558581529,0.0030081067075511964,1.0,
WT,0.69,0.7130025589717136,0.0034169559080585786,1.0,
WT,0.695,0.6971294090586992,0.0038225273281403565,1.0,
