condition_key,w_inter,trial_idx,seed,a_hat_value
a7_KO_APP,2.0,0,191664963,0.02588918311098474
a7_KO_APP,2.0,0,191664963,0.029691443115848287
a7_KO_APP,2.0,0,191664963,0.014467182266348237
a7_KO_APP,2.0,0,191664963,0.02750446418517715
a7_KO_APP,2.0,0,191664963,0.025891123441415146
a7_KO_APP,2.0,0,191664963,0.019597569580125134
a7_KO_APP,2.0,0,191664963,0.025362305506531905
a7_KO_APP,2.0,0,191664963,0.00763388531568272
a7_KO_APP,2.0,0,191664963,0.020369856678731472
a7_KO_APP,2.0,0,191664963,0.008794585511598858
a7_KO_APP,2.0,0,191664963,0.009172088545875796
a7_KO_APP,2.0,0,191664963,0.031476357831338654
a7_KO_APP,2.0,0,191664963,0.01686215740005754
a7_KO_APP,2.0,0,191664963,0.027148860618152373
a7_KO_APP,2.0,0,191664963,0.03834626374178163
a7_KO_APP,2.0,0,191664963,0.020207136977886925
a7_KO_APP,2.0,0,191664963,0.03105716640033635
a7_KO_APP,2.0,0,191664963,0.032341484028573265
a7_KO_APP,2.0,0,191664963,0.0119984059645347
a7_KO_APP,2.0,0,191664963,0.028995995391830814
a7_KO_APP,2.0,0,191664963,0.02257575417273756
a7_KO_APP,2.0,0,191664963,0.023092039758720588
a7_KO_APP,2.0,0,191664963,0.014865156120922568
a7_KO_APP,2.0,0,191664963,0.012462568773740145
a7_KO_APP,2.0,0,191664963,0.024195962448406532
a7_KO_APP,2.0,0,191664963,0.02588918311098474
a7_KO_APP,2.0,1,1662057957,0.008697698646332313
a7_KO_APP,2.0,1,1662057957,0.006138281312503822
a7_KO_APP,2.0,1,1662057957,0.010030923172094955
a7_KO_APP,2.0,1,1662057957,0.015158901747910621
a7_KO_APP,2.0,1,1662057957,0.034776365454583166
a7_KO_APP,2.0,1,1662057957,0.025501365917521304
a7_KO_APP,2.0,1,1662057957,0.011199603207313077
a7_KO_APP,2.0,1,1662057957,0.007638403633541724
a7_KO_APP,2.0,1,1662057957,0.024638741244915784
a7_KO_APP,2.0,1,1662057957,0.007278163758976817
a7_KO_APP,2.0,1,1662057957,0.015208060678312908
a7_KO_APP,2.0,1,1662057957,0.02003839435307454
a7_KO_APP,2.0,1,1662057957,0.025493644770190924
a7_KO_APP,2.0,1,1662057957,0.01644772278214259
a7_KO_APP,2.0,1,1662057957,0.02172888690525719
a7_KO_APP,2.0,1,1662057957,0.03385944539673227
a7_KO_APP,2.0,1,1662057957,0.01981799350047469
a7_KO_APP,2.0,1,1662057957,0.014663938084240952
a7_KO_APP,2.0,1,1662057957,0.01999260660314041
a7_KO_APP,2.0,1,1662057957,0.012391723472155058
a7_KO_APP,2.0,1,1662057957,0.02589737722620588
a7_KO_APP,2.0,1,1662057957,0.023712630429115936
a7_KO_APP,2.0,1,1662057957,0.010280404312314164
a7_KO_APP,2.0,1,1662057957,0.019580069346980953
a7_KO_APP,2.0,1,1662057957,0.006549604600183813
a7_KO_APP,2.0,1,1662057957,0.008697698646332313
a7_KO_APP,2.0,2,1405681631,0.047439012757786496
a7_KO_APP,2.0,2,1405681631,0.009036187744559743
a7_KO_APP,2.0,2,1405681631,0.0324762418153755
a7_KO_APP,2.0,2,1405681631,0.02508015035637533
a7_KO_APP,2.0,2,1405681631,0.031224818750300174
a7_KO_APP,2.0,2,1405681631,0.008940559989501823
a7_KO_APP,2.0,2,1405681631,0.02624890640002505
a7_KO_APP,2.0,2,1405681631,0.04758705491494116
a7_KO_APP,2.0,2,1405681631,0.0165825487396314
a7_KO_APP,2.0,2,1405681631,0.012897679789633963
a7_KO_APP,2.0,2,1405681631,0.015607740659356283
a7_KO_APP,2.0,2,1405681631,0.0033827704774097916
a7_KO_APP,2.0,2,1405681631,0.036676338570576464
a7_KO_APP,2.0,2,1405681631,0.01940559235859374
a7_KO_APP,2.0,2,1405681631,0.029404217225442706
a7_KO_APP,2.0,2,1405681631,0.006015777290514879
a7_KO_APP,2.0,2,1405681631,0.020128060495706465
a7_KO_APP,2.0,2,1405681631,0.012273350420212699
a7_KO_APP,2.0,2,1405681631,0.028747713328280126
a7_KO_APP,2.0,2,1405681631,0.007325045099743959
a7_KO_APP,2.0,2,1405681631,0.02094893660816105
a7_KO_APP,2.0,2,1405681631,0.0149232340130564
a7_KO_APP,2.0,2,1405681631,0.0038043918466667214
a7_KO_APP,2.0,2,1405681631,0.0078463466079129
a7_KO_APP,2.0,2,1405681631,0.042438967365866796
a7_KO_APP,2.0,2,1405681631,0.047439012757786496
a7_KO_APP,2.0,3,942484272,0.027943270200765164
a7_KO_APP,2.0,3,942484272,0.013509732565228805
a7_KO_APP,2.0,3,942484272,0.03244035742606168
a7_KO_APP,2.0,3,942484272,0.0019237536401799226
a7_KO_APP,2.0,3,942484272,0.025885164359084865
a7_KO_APP,2.0,3,942484272,0.04637251152436981
a7_KO_APP,2.0,3,942484272,0.014640603072711865
a7_KO_APP,2.0,3,942484272,0.010148810792487676
a7_KO_APP,2.0,3,942484272,0.004994727634994026
a7_KO_APP,2.0,3,942484272,0.00885158759372294
a7_KO_APP,2.0,3,942484272,0.015710807772933807
a7_KO_APP,2.0,3,942484272,0.019169886580729937
a7_KO_APP,2.0,3,942484272,0.0188297037935395
a7_KO_APP,2.0,3,942484272,0.017743613534945076
a7_KO_APP,2.0,3,942484272,0.016793899829504057
a7_KO_APP,2.0,3,942484272,0.012795323722318225
a7_KO_APP,2.0,3,942484272,0.015686306901112706
a7_KO_APP,2.0,3,942484272,0.028232520104404586
a7_KO_APP,2.0,3,942484272,0.01828953326868031
a7_KO_APP,2.0,3,942484272,0.032619251660140576
a7_KO_APP,2.0,3,942484272,0.03354996247834201
a7_KO_APP,2.0,3,942484272,0.01752270229979357
a7_KO_APP,2.0,3,942484272,0.015902289976550753
a7_KO_APP,2.0,3,942484272,0.013283547170471921
a7_KO_APP,2.0,3,942484272,0.028980416047186614
a7_KO_APP,2.0,3,942484272,0.027943270200765164
a7_KO_APP,2.0,4,929893137,0.025510516098554835
a7_KO_APP,2.0,4,929893137,0.013811578013116312
a7_KO_APP,2.0,4,929893137,0.009940879437989786
a7_KO_APP,2.0,4,929893137,0.01639093186502159
a7_KO_APP,2.0,4,929893137,0.021137794526709726
a7_KO_APP,2.0,4,929893137,0.02538048347381344
a7_KO_APP,2.0,4,929893137,0.022946935198087225
a7_KO_APP,2.0,4,929893137,0.0210647302230874
a7_KO_APP,2.0,4,929893137,0.010620505342180482
a7_KO_APP,2.0,4,929893137,0.019966976031953028
a7_KO_APP,2.0,4,929893137,0.017469761177445135
a7_KO_APP,2.0,4,929893137,0.023376338302266313
a7_KO_APP,2.0,4,929893137,0.025653611844086117
a7_KO_APP,2.0,4,929893137,0.017334729375798306
a7_KO_APP,2.0,4,929893137,0.015335291237108596
a7_KO_APP,2.0,4,929893137,0.008654235954609128
a7_KO_APP,2.0,4,929893137,0.01831572973005674
a7_KO_APP,2.0,4,929893137,0.022076608976532082
a7_KO_APP,2.0,4,929893137,0.01361974021353586
a7_KO_APP,2.0,4,929893137,0.006980918846196198
a7_KO_APP,2.0,4,929893137,0.013404566333576229
a7_KO_APP,2.0,4,929893137,0.0077347432383108065
a7_KO_APP,2.0,4,929893137,0.01359159358315293
a7_KO_APP,2.0,4,929893137,0.017318232073073814
a7_KO_APP,2.0,4,929893137,0.023942758499516402
a7_KO_APP,2.0,4,929893137,0.025510516098554835
a7_KO_APP,2.0,5,1843824992,0.015556474900898917
a7_KO_APP,2.0,5,1843824992,0.02438538263051468
a7_KO_APP,2.0,5,1843824992,0.006428068502923101
a7_KO_APP,2.0,5,1843824992,0.02816881695282839
a7_KO_APP,2.0,5,1843824992,0.021526143426715286
a7_KO_APP,2.0,5,1843824992,0.018709183722833072
a7_KO_APP,2.0,5,1843824992,0.02257708436017585
a7_KO_APP,2.0,5,1843824992,0.02478341559664428
a7_KO_APP,2.0,5,1843824992,0.01867492155369914
a7_KO_APP,2.0,5,1843824992,0.006261635233102761
a7_KO_APP,2.0,5,1843824992,0.002112259807478056
a7_KO_APP,2.0,5,1843824992,0.019991214567337837
a7_KO_APP,2.0,5,1843824992,0.005313540186133868
a7_KO_APP,2.0,5,1843824992,0.01833343935511175
a7_KO_APP,2.0,5,1843824992,0.02429110469619713
a7_KO_APP,2.0,5,1843824992,0.014874242109538723
a7_KO_APP,2.0,5,1843824992,0.021935161643030054
a7_KO_APP,2.0,5,1843824992,0.02403165081456129
a7_KO_APP,2.0,5,1843824992,0.018128088833004673
a7_KO_APP,2.0,5,1843824992,0.019717411513700638
a7_KO_APP,2.0,5,1843824992,0.022355882099485583
a7_KO_APP,2.0,5,1843824992,0.01916256297300655
a7_KO_APP,2.0,5,1843824992,0.01945327410862953
a7_KO_APP,2.0,5,1843824992,0.016082302341826376
a7_KO_APP,2.0,5,1843824992,0.015199323803255185
a7_KO_APP,2.0,5,1843824992,0.015556474900898917
a7_KO_APP,2.0,6,184566854,0.019680736970982837
a7_KO_APP,2.0,6,184566854,0.015119363257129297
a7_KO_APP,2.0,6,184566854,0.007453370082137724
a7_KO_APP,2.0,6,184566854,0.018144019778510167
a7_KO_APP,2.0,6,184566854,0.020222804735069266
a7_KO_APP,2.0,6,184566854,0.014723481918657737
a7_KO_APP,2.0,6,184566854,0.027861842252504966
a7_KO_APP,2.0,6,184566854,0.03010409461429624
